Hidden Layer Sizes,Activation Function,Learning Rate,Batch Size,Number of Epochs,Accuracy (Train),Accuracy (Test),Training Time,dataset
"[4, 4]",tanh,0.01,128,20,0.8884066939353943,0.8831027150154114,13.251201152801514,bank_marketing
"[4, 4]",tanh,0.001,32,10,0.8884066939353943,0.8831027150154114,15.792886972427368,bank_marketing
"[4, 4]",tanh,0.001,32,15,0.8884066939353943,0.8831027150154114,23.478232860565186,bank_marketing
"[4, 4]",tanh,0.001,32,20,0.8884066939353943,0.8831027150154114,32.71543598175049,bank_marketing
"[4, 4]",tanh,0.001,64,10,0.8884066939353943,0.8831027150154114,9.771737098693848,bank_marketing
"[4, 4]",tanh,0.001,64,15,0.8884066939353943,0.8831027150154114,19.26737689971924,bank_marketing
"[4, 4]",tanh,0.001,64,20,0.8884066939353943,0.8831027150154114,24.651708126068115,bank_marketing
"[4, 4]",tanh,0.001,128,10,0.8884066939353943,0.8831027150154114,14.181154012680054,bank_marketing
"[4, 4]",tanh,0.001,128,15,0.8884066939353943,0.8831027150154114,15.282668113708496,bank_marketing
"[4, 4]",tanh,0.001,128,20,0.8884066939353943,0.8831027150154114,24.56763482093811,bank_marketing
"[4, 4]",tanh,0.0001,32,10,0.8884066939353943,0.8831027150154114,21.927741050720215,bank_marketing
"[4, 4]",tanh,0.0001,32,15,0.8884066939353943,0.8831027150154114,31.857239961624146,bank_marketing
"[4, 4]",tanh,0.0001,32,20,0.8884066939353943,0.8831027150154114,45.78580284118652,bank_marketing
"[4, 4]",tanh,0.0001,64,10,0.8884066939353943,0.8831027150154114,10.24820613861084,bank_marketing
"[4, 4]",tanh,0.0001,64,15,0.8884066939353943,0.8831027150154114,15.772566080093384,bank_marketing
"[4, 4]",tanh,0.0001,64,20,0.8884066939353943,0.8831027150154114,19.93743085861206,bank_marketing
"[4, 4]",tanh,0.0001,128,10,0.1115933209657669,0.11689730733633041,6.67376708984375,bank_marketing
"[4, 4]",tanh,0.0001,128,15,0.8884066939353943,0.8831027150154114,10.329115152359009,bank_marketing
"[4, 4]",tanh,0.0001,128,20,0.8884066939353943,0.8831027150154114,13.026303052902222,bank_marketing
"[4, 4]",relu,0.01,32,10,0.8884066939353943,0.8831027150154114,17.67168617248535,bank_marketing
"[4, 4]",relu,0.01,32,15,0.8884066939353943,0.8831027150154114,25.743410110473633,bank_marketing
"[4, 4]",relu,0.01,32,20,0.8884066939353943,0.8831027150154114,32.30825710296631,bank_marketing
"[4, 4]",relu,0.01,64,10,0.8884066939353943,0.8831027150154114,9.679471731185913,bank_marketing
"[4, 4]",relu,0.01,64,15,0.8884066939353943,0.8831027150154114,13.884145975112915,bank_marketing
"[4, 4]",relu,0.01,64,20,0.8884066939353943,0.8831027150154114,18.792191982269287,bank_marketing
"[4, 4]",relu,0.01,128,10,0.8884066939353943,0.8831027150154114,6.1541907787323,bank_marketing
"[4, 4]",relu,0.01,128,15,0.8884066939353943,0.8831027150154114,9.267916917800903,bank_marketing
"[4, 4]",relu,0.01,128,20,0.8884066939353943,0.8831027150154114,12.658583641052246,bank_marketing
"[4, 4]",relu,0.001,32,10,0.8884066939353943,0.8831027150154114,15.401482105255127,bank_marketing
"[4, 4]",relu,0.001,32,15,0.8884066939353943,0.8831027150154114,24.268605947494507,bank_marketing
"[4, 4]",relu,0.001,32,20,0.8884066939353943,0.8831027150154114,31.4653160572052,bank_marketing
"[4, 4]",relu,0.001,64,10,0.8884066939353943,0.8831027150154114,9.787538051605225,bank_marketing
"[4, 4]",relu,0.001,64,15,0.8884066939353943,0.8831027150154114,14.0054190158844,bank_marketing
"[4, 4]",relu,0.001,64,20,0.8884066939353943,0.8831027150154114,18.92068099975586,bank_marketing
"[4, 4]",relu,0.001,128,10,0.8884066939353943,0.8831027150154114,6.15491795539856,bank_marketing
"[4, 4]",relu,0.001,128,15,0.8884066939353943,0.8831027150154114,9.410679578781128,bank_marketing
"[4, 4]",relu,0.001,128,20,0.8884066939353943,0.8831027150154114,13.760945796966553,bank_marketing
"[4, 4]",relu,0.0001,32,10,0.8884066939353943,0.8831027150154114,16.41093420982361,bank_marketing
"[4, 4]",relu,0.0001,32,15,0.8884066939353943,0.8831027150154114,24.595170974731445,bank_marketing
"[4, 4]",relu,0.0001,32,20,0.8884066939353943,0.8831027150154114,41.16735577583313,bank_marketing
"[4, 4]",relu,0.0001,64,10,0.8884066939353943,0.8831027150154114,19.22199773788452,bank_marketing
"[4, 4]",relu,0.0001,64,15,0.8884066939353943,0.8831027150154114,20.969495058059692,bank_marketing
"[4, 4]",relu,0.0001,64,20,0.8884066939353943,0.8831027150154114,26.530577898025513,bank_marketing
"[4, 4]",relu,0.0001,128,10,0.8884066939353943,0.8831027150154114,12.874705076217651,bank_marketing
"[4, 4]",relu,0.0001,128,15,0.8884066939353943,0.8831027150154114,17.725372791290283,bank_marketing
"[4, 4]",relu,0.0001,128,20,0.8884066939353943,0.8831027150154114,18.29577898979187,bank_marketing
"[4, 4]",sigmoid,0.01,32,10,0.8884066939353943,0.8831027150154114,21.419688940048218,bank_marketing
"[4, 4]",sigmoid,0.01,32,15,0.8884066939353943,0.8831027150154114,33.30807304382324,bank_marketing
"[4, 4]",sigmoid,0.01,32,20,0.8884066939353943,0.8831027150154114,45.06333518028259,bank_marketing
"[4, 4]",sigmoid,0.01,64,10,0.8884066939353943,0.8831027150154114,18.329200983047485,bank_marketing
"[4, 4]",sigmoid,0.01,64,15,0.8884066939353943,0.8831027150154114,20.219063997268677,bank_marketing
"[4, 4]",sigmoid,0.01,64,20,0.8884066939353943,0.8831027150154114,28.30684208869934,bank_marketing
"[4, 4]",sigmoid,0.01,128,10,0.8884066939353943,0.8831027150154114,9.356884241104126,bank_marketing
"[4, 4]",sigmoid,0.01,128,15,0.8884066939353943,0.8831027150154114,12.853306770324707,bank_marketing
"[4, 4]",sigmoid,0.01,128,20,0.8884066939353943,0.8831027150154114,18.039964199066162,bank_marketing
"[4, 4]",sigmoid,0.001,32,10,0.8884066939353943,0.8831027150154114,22.073362827301025,bank_marketing
"[4, 4]",sigmoid,0.001,32,15,0.8884066939353943,0.8831027150154114,32.955151081085205,bank_marketing
"[4, 4]",sigmoid,0.001,32,20,0.8884066939353943,0.8831027150154114,42.81614899635315,bank_marketing
"[4, 4]",sigmoid,0.001,64,10,0.8884066939353943,0.8831027150154114,12.367710828781128,bank_marketing
"[4, 4]",sigmoid,0.001,64,15,0.8884066939353943,0.8831027150154114,18.81027388572693,bank_marketing
"[4, 4]",sigmoid,0.001,64,20,0.8884066939353943,0.8831027150154114,26.480773210525513,bank_marketing
"[4, 4]",sigmoid,0.001,128,10,0.8884066939353943,0.8831027150154114,8.910630941390991,bank_marketing
"[4, 4]",sigmoid,0.001,128,15,0.8884066939353943,0.8831027150154114,12.378827095031738,bank_marketing
"[4, 4]",sigmoid,0.001,128,20,0.8884066939353943,0.8831027150154114,16.601053953170776,bank_marketing
"[4, 4]",sigmoid,0.0001,32,10,0.8884066939353943,0.8831027150154114,21.279961824417114,bank_marketing
"[4, 4]",sigmoid,0.0001,32,15,0.8884066939353943,0.8831027150154114,31.649073123931885,bank_marketing
"[4, 4]",sigmoid,0.0001,32,20,0.8884066939353943,0.8831027150154114,48.59302616119385,bank_marketing
"[4, 4]",sigmoid,0.0001,64,10,0.8884066939353943,0.8831027150154114,13.103091955184937,bank_marketing
"[4, 4]",sigmoid,0.0001,64,15,0.8884066939353943,0.8831027150154114,19.075384855270386,bank_marketing
"[4, 4]",sigmoid,0.0001,64,20,0.8884066939353943,0.8831027150154114,25.427937984466553,bank_marketing
"[4, 4]",sigmoid,0.0001,128,10,0.8884066939353943,0.8831027150154114,8.259790182113647,bank_marketing
"[4, 4]",sigmoid,0.0001,128,15,0.8884066939353943,0.8831027150154114,16.953967809677124,bank_marketing
"[4, 4]",sigmoid,0.0001,128,20,0.8884066939353943,0.8831027150154114,22.849726915359497,bank_marketing
"[25, 30]",tanh,0.01,32,10,0.8884066939353943,0.8831027150154114,32.53433918952942,bank_marketing
"[25, 30]",tanh,0.01,32,15,0.8884066939353943,0.8831027150154114,38.65448999404907,bank_marketing
"[25, 30]",tanh,0.01,32,20,0.8884066939353943,0.8831027150154114,48.883131980895996,bank_marketing
"[25, 30]",tanh,0.01,64,10,0.8884066939353943,0.8831027150154114,16.144867658615112,bank_marketing
"[25, 30]",tanh,0.01,64,15,0.8884066939353943,0.8831027150154114,36.18110108375549,bank_marketing
"[25, 30]",tanh,0.01,64,20,0.8884066939353943,0.8831027150154114,37.42343878746033,bank_marketing
"[25, 30]",tanh,0.01,128,10,0.8884066939353943,0.8831027150154114,14.80154275894165,bank_marketing
"[25, 30]",tanh,0.01,128,15,0.8884066939353943,0.8831027150154114,22.745834589004517,bank_marketing
"[25, 30]",tanh,0.01,128,20,0.8884066939353943,0.8831027150154114,28.530586004257202,bank_marketing
"[25, 30]",tanh,0.001,32,10,0.8884066939353943,0.8831027150154114,42.358798027038574,bank_marketing
"[25, 30]",tanh,0.001,32,15,0.8884066939353943,0.8831027150154114,61.929758071899414,bank_marketing
"[25, 30]",tanh,0.001,32,20,0.8884066939353943,0.8831027150154114,77.65276598930359,bank_marketing
"[25, 30]",tanh,0.001,64,10,0.8884066939353943,0.8831027150154114,17.42927622795105,bank_marketing
"[25, 30]",tanh,0.001,64,15,0.8884066939353943,0.8831027150154114,30.267945051193237,bank_marketing
"[25, 30]",tanh,0.001,64,20,0.8884066939353943,0.8831027150154114,51.26622939109802,bank_marketing
"[25, 30]",tanh,0.001,128,10,0.8884066939353943,0.8831027150154114,15.480340003967285,bank_marketing
"[25, 30]",tanh,0.001,128,15,0.8884066939353943,0.8831027150154114,16.786921977996826,bank_marketing
"[25, 30]",tanh,0.001,128,20,0.8884066939353943,0.8831027150154114,23.89177393913269,bank_marketing
"[25, 30]",tanh,0.0001,32,10,0.8884066939353943,0.8831027150154114,25.53202199935913,bank_marketing
"[25, 30]",tanh,0.0001,32,15,0.8884066939353943,0.8831027150154114,41.83103704452515,bank_marketing
"[25, 30]",tanh,0.0001,32,20,0.8884066939353943,0.8831027150154114,51.616958141326904,bank_marketing
"[25, 30]",tanh,0.0001,64,10,0.8884066939353943,0.8831027150154114,15.033753871917725,bank_marketing
"[25, 30]",tanh,0.0001,64,15,0.8884066939353943,0.8831027150154114,22.743325233459473,bank_marketing
"[25, 30]",tanh,0.0001,64,20,0.8884066939353943,0.8831027150154114,31.34274196624756,bank_marketing
"[25, 30]",tanh,0.0001,128,10,0.8884066939353943,0.8831027150154114,10.969530820846558,bank_marketing
"[25, 30]",tanh,0.0001,128,15,0.8884066939353943,0.8831027150154114,15.901194095611572,bank_marketing
"[25, 30]",tanh,0.0001,128,20,0.8884066939353943,0.8831027150154114,21.722999095916748,bank_marketing
"[25, 30]",relu,0.01,32,10,0.8884066939353943,0.8831027150154114,25.964102268218994,bank_marketing
"[25, 30]",relu,0.01,32,15,0.8884066939353943,0.8831027150154114,39.15380096435547,bank_marketing
"[25, 30]",relu,0.01,32,20,0.8884066939353943,0.8831027150154114,52.310128927230835,bank_marketing
"[25, 30]",relu,0.01,64,10,0.8884066939353943,0.8831027150154114,14.858161926269531,bank_marketing
"[25, 30]",relu,0.01,64,15,0.8884066939353943,0.8831027150154114,22.400649070739746,bank_marketing
"[25, 30]",relu,0.01,64,20,0.8884066939353943,0.8831027150154114,29.31314992904663,bank_marketing
"[25, 30]",relu,0.01,128,10,0.8884066939353943,0.8831027150154114,9.537726163864136,bank_marketing
"[25, 30]",relu,0.01,128,15,0.8884066939353943,0.8831027150154114,14.457526922225952,bank_marketing
"[25, 30]",relu,0.01,128,20,0.8884066939353943,0.8831027150154114,20.048989057540894,bank_marketing
"[25, 30]",relu,0.001,32,10,0.8884066939353943,0.8831027150154114,23.29582691192627,bank_marketing
"[25, 30]",relu,0.001,32,15,0.8884066939353943,0.8831027150154114,35.828240156173706,bank_marketing
"[25, 30]",relu,0.001,32,20,0.8884066939353943,0.8831027150154114,48.23194098472595,bank_marketing
"[25, 30]",relu,0.001,64,10,0.8884066939353943,0.8831027150154114,14.235531091690063,bank_marketing
"[25, 30]",relu,0.001,64,15,0.8884066939353943,0.8831027150154114,22.10794973373413,bank_marketing
"[25, 30]",relu,0.001,64,20,0.8884066939353943,0.8831027150154114,29.131409168243408,bank_marketing
"[25, 30]",relu,0.001,128,10,0.8884066939353943,0.8831027150154114,8.891005754470825,bank_marketing
"[25, 30]",relu,0.001,128,15,0.8884066939353943,0.8831027150154114,13.885120868682861,bank_marketing
"[25, 30]",relu,0.001,128,20,0.8884066939353943,0.8831027150154114,18.2710280418396,bank_marketing
"[25, 30]",relu,0.0001,32,10,0.8884066939353943,0.8831027150154114,24.348217248916626,bank_marketing
"[25, 30]",relu,0.0001,32,15,0.8884066939353943,0.8831027150154114,34.796040058135986,bank_marketing
"[25, 30]",relu,0.0001,32,20,0.8884066939353943,0.8831027150154114,48.00180625915527,bank_marketing
"[25, 30]",relu,0.0001,64,10,0.8884066939353943,0.8831027150154114,15.02443814277649,bank_marketing
"[25, 30]",relu,0.0001,64,15,0.8884066939353943,0.8831027150154114,20.599298000335693,bank_marketing
"[25, 30]",relu,0.0001,64,20,0.8884066939353943,0.8831027150154114,27.546828985214233,bank_marketing
"[25, 30]",relu,0.0001,128,10,0.8884066939353943,0.8831027150154114,9.121202945709229,bank_marketing
"[25, 30]",relu,0.0001,128,15,0.8884066939353943,0.8831027150154114,13.682500123977661,bank_marketing
"[25, 30]",relu,0.0001,128,20,0.8884066939353943,0.8831027150154114,19.38840389251709,bank_marketing
"[25, 30]",sigmoid,0.01,32,10,0.8884066939353943,0.8831027150154114,25.72923231124878,bank_marketing
"[25, 30]",sigmoid,0.01,32,15,0.8884066939353943,0.8831027150154114,34.04777693748474,bank_marketing
"[25, 30]",sigmoid,0.01,32,20,0.8884066939353943,0.8831027150154114,45.63289284706116,bank_marketing
"[25, 30]",sigmoid,0.01,64,10,0.8884066939353943,0.8831027150154114,13.606409072875977,bank_marketing
"[25, 30]",sigmoid,0.01,64,15,0.8884066939353943,0.8831027150154114,21.585278034210205,bank_marketing
"[25, 30]",sigmoid,0.01,64,20,0.8884066939353943,0.8831027150154114,28.018233060836792,bank_marketing
"[25, 30]",sigmoid,0.01,128,10,0.8884066939353943,0.8831027150154114,8.933352947235107,bank_marketing
"[25, 30]",sigmoid,0.01,128,15,0.8884066939353943,0.8831027150154114,13.53846025466919,bank_marketing
"[25, 30]",sigmoid,0.01,128,20,0.8884066939353943,0.8831027150154114,17.7971830368042,bank_marketing
"[25, 30]",sigmoid,0.001,32,10,0.8884066939353943,0.8831027150154114,23.15007209777832,bank_marketing
"[25, 30]",sigmoid,0.001,32,15,0.8884066939353943,0.8831027150154114,36.05521082878113,bank_marketing
"[25, 30]",sigmoid,0.001,32,20,0.8884066939353943,0.8831027150154114,46.87025499343872,bank_marketing
"[25, 30]",sigmoid,0.001,64,10,0.8884066939353943,0.8831027150154114,13.656624794006348,bank_marketing
"[25, 30]",sigmoid,0.001,64,15,0.8884066939353943,0.8831027150154114,20.598644018173218,bank_marketing
"[25, 30]",sigmoid,0.001,64,20,0.8884066939353943,0.8831027150154114,28.72033429145813,bank_marketing
"[25, 30]",sigmoid,0.001,128,10,0.8884066939353943,0.8831027150154114,8.947318077087402,bank_marketing
"[25, 30]",sigmoid,0.001,128,15,0.8884066939353943,0.8831027150154114,13.321199178695679,bank_marketing
"[25, 30]",sigmoid,0.001,128,20,0.8884066939353943,0.8831027150154114,18.976389169692993,bank_marketing
"[25, 30]",sigmoid,0.0001,32,10,0.8884066939353943,0.8831027150154114,22.720970153808594,bank_marketing
"[25, 30]",sigmoid,0.0001,32,15,0.8884066939353943,0.8831027150154114,35.07692790031433,bank_marketing
"[25, 30]",sigmoid,0.0001,32,20,0.8884066939353943,0.8831027150154114,46.302407026290894,bank_marketing
"[25, 30]",sigmoid,0.0001,64,10,0.8884066939353943,0.8831027150154114,13.785360097885132,bank_marketing
"[25, 30]",sigmoid,0.0001,64,15,0.8884066939353943,0.8831027150154114,20.24527907371521,bank_marketing
"[25, 30]",sigmoid,0.0001,64,20,0.8884066939353943,0.8831027150154114,27.908636808395386,bank_marketing
"[25, 30]",sigmoid,0.0001,128,10,0.8884066939353943,0.8831027150154114,10.198073863983154,bank_marketing
"[25, 30]",sigmoid,0.0001,128,15,0.8884066939353943,0.8831027150154114,13.615324974060059,bank_marketing
"[25, 30]",sigmoid,0.0001,128,20,0.8884066939353943,0.8831027150154114,17.899396181106567,bank_marketing
"[20, 25, 30]",tanh,0.01,32,10,0.8884066939353943,0.8831027150154114,25.58349299430847,bank_marketing
"[20, 25, 30]",tanh,0.01,32,15,0.8884066939353943,0.8831027150154114,38.79348921775818,bank_marketing
"[20, 25, 30]",tanh,0.01,32,20,0.8884066939353943,0.8831027150154114,51.75850486755371,bank_marketing
"[20, 25, 30]",tanh,0.01,64,10,0.8884066939353943,0.8831027150154114,15.308885097503662,bank_marketing
"[20, 25, 30]",tanh,0.01,64,15,0.8884066939353943,0.8831027150154114,22.419463872909546,bank_marketing
"[20, 25, 30]",tanh,0.01,64,20,0.8884066939353943,0.8831027150154114,30.17178702354431,bank_marketing
"[20, 25, 30]",tanh,0.01,128,10,0.8884066939353943,0.8831027150154114,11.396750688552856,bank_marketing
"[20, 25, 30]",tanh,0.01,128,15,0.8884066939353943,0.8831027150154114,21.711329698562622,bank_marketing
"[20, 25, 30]",tanh,0.01,128,20,0.8884066939353943,0.8831027150154114,25.825495958328247,bank_marketing
"[20, 25, 30]",tanh,0.001,32,10,0.8884066939353943,0.8831027150154114,33.64572286605835,bank_marketing
"[20, 25, 30]",tanh,0.001,32,15,0.8884066939353943,0.8831027150154114,52.86792612075806,bank_marketing
"[20, 25, 30]",tanh,0.001,32,20,0.8884066939353943,0.8831027150154114,61.50945687294006,bank_marketing
"[20, 25, 30]",tanh,0.001,64,10,0.8884066939353943,0.8831027150154114,17.99072790145874,bank_marketing
"[20, 25, 30]",tanh,0.001,64,15,0.8884066939353943,0.8831027150154114,26.7789249420166,bank_marketing
"[20, 25, 30]",tanh,0.001,64,20,0.8884066939353943,0.8831027150154114,36.67090630531311,bank_marketing
"[20, 25, 30]",tanh,0.001,128,10,0.8884066939353943,0.8831027150154114,12.722782135009766,bank_marketing
"[20, 25, 30]",tanh,0.001,128,15,0.8884066939353943,0.8831027150154114,20.46946883201599,bank_marketing
"[20, 25, 30]",tanh,0.001,128,20,0.8884066939353943,0.8831027150154114,25.883121967315674,bank_marketing
"[20, 25, 30]",tanh,0.0001,32,10,0.8884066939353943,0.8831027150154114,31.04367995262146,bank_marketing
"[20, 25, 30]",tanh,0.0001,32,15,0.8884066939353943,0.8831027150154114,49.102339029312134,bank_marketing
"[20, 25, 30]",tanh,0.0001,32,20,0.8884066939353943,0.8831027150154114,61.66924476623535,bank_marketing
"[20, 25, 30]",tanh,0.0001,64,10,0.8884066939353943,0.8831027150154114,17.964985847473145,bank_marketing
"[20, 25, 30]",tanh,0.0001,64,15,0.8884066939353943,0.8831027150154114,29.104267120361328,bank_marketing
"[20, 25, 30]",tanh,0.0001,64,20,0.8884066939353943,0.8831027150154114,36.670729875564575,bank_marketing
"[20, 25, 30]",tanh,0.0001,128,10,0.8884066939353943,0.8831027150154114,12.790621995925903,bank_marketing
"[20, 25, 30]",tanh,0.0001,128,15,0.8884066939353943,0.8831027150154114,18.37003803253174,bank_marketing
"[20, 25, 30]",tanh,0.0001,128,20,0.8884066939353943,0.8831027150154114,25.71599316596985,bank_marketing
"[20, 25, 30]",relu,0.01,32,10,0.8884066939353943,0.8831027150154114,31.790709018707275,bank_marketing
"[20, 25, 30]",relu,0.01,32,15,0.8884066939353943,0.8831027150154114,47.9977343082428,bank_marketing
"[20, 25, 30]",relu,0.01,32,20,0.8884066939353943,0.8831027150154114,62.36294102668762,bank_marketing
"[20, 25, 30]",relu,0.01,64,10,0.8884066939353943,0.8831027150154114,19.297908067703247,bank_marketing
"[20, 25, 30]",relu,0.01,64,15,0.8884066939353943,0.8831027150154114,28.02974510192871,bank_marketing
"[20, 25, 30]",relu,0.01,64,20,0.8884066939353943,0.8831027150154114,36.040645122528076,bank_marketing
"[20, 25, 30]",relu,0.01,128,10,0.8884066939353943,0.8831027150154114,12.047280073165894,bank_marketing
"[20, 25, 30]",relu,0.01,128,15,0.8884066939353943,0.8831027150154114,17.99129295349121,bank_marketing
"[20, 25, 30]",relu,0.01,128,20,0.8884066939353943,0.8831027150154114,23.775710105895996,bank_marketing
"[20, 25, 30]",relu,0.001,32,10,0.8884066939353943,0.8831027150154114,31.95299005508423,bank_marketing
"[20, 25, 30]",relu,0.001,32,15,0.8884066939353943,0.8831027150154114,46.201517820358276,bank_marketing
"[20, 25, 30]",relu,0.001,32,20,0.8884066939353943,0.8831027150154114,62.33891797065735,bank_marketing
"[20, 25, 30]",relu,0.001,64,10,0.8884066939353943,0.8831027150154114,19.55569577217102,bank_marketing
"[20, 25, 30]",relu,0.001,64,15,0.8884066939353943,0.8831027150154114,27.461259126663208,bank_marketing
"[20, 25, 30]",relu,0.001,64,20,0.8884066939353943,0.8831027150154114,36.94404602050781,bank_marketing
"[20, 25, 30]",relu,0.001,128,10,0.8884066939353943,0.8831027150154114,11.729020118713379,bank_marketing
"[20, 25, 30]",relu,0.001,128,15,0.8884066939353943,0.8831027150154114,18.06159782409668,bank_marketing
"[20, 25, 30]",relu,0.001,128,20,0.8884066939353943,0.8831027150154114,23.265613079071045,bank_marketing
"[20, 25, 30]",relu,0.0001,32,10,0.8884066939353943,0.8831027150154114,33.87934112548828,bank_marketing
"[20, 25, 30]",relu,0.0001,32,15,0.8884066939353943,0.8831027150154114,47.484705686569214,bank_marketing
"[20, 25, 30]",relu,0.0001,32,20,0.8884066939353943,0.8831027150154114,62.73498511314392,bank_marketing
"[20, 25, 30]",relu,0.0001,64,10,0.8884066939353943,0.8831027150154114,18.710877895355225,bank_marketing
"[20, 25, 30]",relu,0.0001,64,15,0.8884066939353943,0.8831027150154114,27.544836282730103,bank_marketing
"[20, 25, 30]",relu,0.0001,64,20,0.8884066939353943,0.8831027150154114,37.2852668762207,bank_marketing
"[20, 25, 30]",relu,0.0001,128,10,0.8884066939353943,0.8831027150154114,11.8271963596344,bank_marketing
"[20, 25, 30]",relu,0.0001,128,15,0.8884066939353943,0.8831027150154114,18.17421317100525,bank_marketing
"[20, 25, 30]",relu,0.0001,128,20,0.8884066939353943,0.8831027150154114,24.5517680644989,bank_marketing
"[20, 25, 30]",sigmoid,0.01,32,10,0.8884066939353943,0.8831027150154114,32.32014584541321,bank_marketing
"[20, 25, 30]",sigmoid,0.01,32,15,0.8884066939353943,0.8831027150154114,46.14909911155701,bank_marketing
"[20, 25, 30]",sigmoid,0.01,32,20,0.8884066939353943,0.8831027150154114,64.2213339805603,bank_marketing
"[20, 25, 30]",sigmoid,0.01,64,10,0.8884066939353943,0.8831027150154114,18.272452116012573,bank_marketing
"[20, 25, 30]",sigmoid,0.01,64,15,0.8884066939353943,0.8831027150154114,26.956083059310913,bank_marketing
"[20, 25, 30]",sigmoid,0.01,64,20,0.8884066939353943,0.8831027150154114,37.5167338848114,bank_marketing
"[20, 25, 30]",sigmoid,0.01,128,10,0.8884066939353943,0.8831027150154114,12.000448942184448,bank_marketing
"[20, 25, 30]",sigmoid,0.01,128,15,0.8884066939353943,0.8831027150154114,17.873445749282837,bank_marketing
"[20, 25, 30]",sigmoid,0.01,128,20,0.8884066939353943,0.8831027150154114,25.19010281562805,bank_marketing
"[20, 25, 30]",sigmoid,0.001,32,10,0.8884066939353943,0.8831027150154114,31.87031579017639,bank_marketing
"[20, 25, 30]",sigmoid,0.001,32,15,0.8884066939353943,0.8831027150154114,47.121047019958496,bank_marketing
"[20, 25, 30]",sigmoid,0.001,32,20,0.8884066939353943,0.8831027150154114,63.285788774490356,bank_marketing
"[20, 25, 30]",sigmoid,0.001,64,10,0.8884066939353943,0.8831027150154114,19.145347833633423,bank_marketing
"[20, 25, 30]",sigmoid,0.001,64,15,0.8884066939353943,0.8831027150154114,28.31967782974243,bank_marketing
"[20, 25, 30]",sigmoid,0.001,64,20,0.8884066939353943,0.8831027150154114,37.14600491523743,bank_marketing
"[20, 25, 30]",sigmoid,0.001,128,10,0.8884066939353943,0.8831027150154114,11.831825017929077,bank_marketing
"[20, 25, 30]",sigmoid,0.001,128,15,0.8884066939353943,0.8831027150154114,18.398482084274292,bank_marketing
"[20, 25, 30]",sigmoid,0.001,128,20,0.8884066939353943,0.8831027150154114,25.068262338638306,bank_marketing
"[20, 25, 30]",sigmoid,0.0001,32,10,0.8884066939353943,0.8831027150154114,41.499444007873535,bank_marketing
"[20, 25, 30]",sigmoid,0.0001,32,15,0.8884066939353943,0.8831027150154114,52.113802909851074,bank_marketing
"[20, 25, 30]",sigmoid,0.0001,32,20,0.8884066939353943,0.8831027150154114,64.73464012145996,bank_marketing
"[20, 25, 30]",sigmoid,0.0001,64,10,0.8884066939353943,0.8831027150154114,18.293431043624878,bank_marketing
"[20, 25, 30]",sigmoid,0.0001,64,15,0.8884066939353943,0.8831027150154114,27.43726897239685,bank_marketing
"[20, 25, 30]",sigmoid,0.0001,64,20,0.8884066939353943,0.8831027150154114,37.997490882873535,bank_marketing
"[20, 25, 30]",sigmoid,0.0001,128,10,0.8884066939353943,0.8831027150154114,12.893646240234375,bank_marketing
"[20, 25, 30]",sigmoid,0.0001,128,15,0.8884066939353943,0.8831027150154114,18.17379403114319,bank_marketing
"[20, 25, 30]",sigmoid,0.0001,128,20,0.8884066939353943,0.8831027150154114,24.440933227539062,bank_marketing
